Date,Disease_Name,Cases,Deaths,Area,,,,
12 June 07,Avian influenza ,922,54,Indonesia,,,,
11 June 07,Avian influenza ,342,61,Indonesia,,,,
6 June 07,Avian influenza ,905,33,Indonesia,,,,
4 June 07,Avian influenza ,27,13,Indonesia,,,,
4 June 07,Avian influenza ,245,26,Egypt,,,,
31 May 07,Avian influenza ,18,73,Indonesia,,,,
30 May 07,Avian influenza ,451,39,Djibouti,,,,
29 May 07,Avian influenza ,323,54,Indonesia,,,,
24 May 07,Avian influenza ,969,67,Egypt,,,,
16 May 07,Avian influenza ,5,34,Egypt,,,,
11 April 07,Avian influenza ,584,98,China,,,,
10 April 07,Avian influenza ,914,66,Egypt,,,,
10 April 07,Avian influenza ,659,21,China,,,,
2 April 07,Avian influenza ,313,98,China,,,,
29 March 07,Avian influenza ,736,94,Indonesia,,,,
28 March 07,Avian influenza ,424,87,Egypt,,,,
27 March 07,Avian influenza ,143,50,Indonesia,,,,
20 March 07,Avian influenza ,230,32,AzerbaiJanuary,,,,
19 March 07,Avian influenza ,65,12,Egypt,,,,
16 March 07,Avian influenza ,338,8,Egypt,,,,
15 March 07,Avian influenza ,231,77,Egypt,,,,
12 March 07,Avian influenza ,139,79,AzerbaiJanuary,,,,
8 March 07,Avian influenza ,331,7,Egypt,,,,
1 March 07,Avian influenza ,67,72,AzerbaiJanuary,,,,
1 March 07,Avian influenza ,378,37,AzerbaiJanuary,,,,
27 February 07,Avian influenza ,477,51,Germany,,,,
19 February 07,Avian influenza ,282,33,Nigeria,,,,
16 February 07,Avian influenza ,835,83,Egypt,,,,
15 February 07,Avian influenza ,981,13,Niger,,,,
6 February 07,Avian influenza ,336,8,Nigeria,,,,
22 February 18,Avian influenza ,943,27,China,,,,
26 October 17,Avian influenza ,598,37,China,,,,
13 September 17,Avian influenza ,747,18,China,,,,
5 September 17,Avian influenza ,726,66,China,,,,
7 August 17,Avian influenza ,916,56,China,,,,
19 July 17,Avian influenza ,24,11,China,,,,
28 June 17,Avian influenza ,764,14,China,,,,
8 June 17,Avian influenza ,221,17,China,,,,
23 May 17,Avian influenza ,828,26,China,,,,
18 May 17,Avian influenza ,793,57,China,,,,
9 May 17,Avian influenza ,3,70,China,,,,
1 May 17,Avian influenza ,481,30,China,,,,
20 April 17,Avian influenza ,806,48,China,,,,
18 April 17,Avian influenza ,450,33,China,,,,
5 April 17,Avian influenza ,749,68,China,,,,
3 April 17,Avian influenza ,870,82,China,,,,
23 March 17,Avian influenza ,778,74,China,,,,
16 March 17,Avian influenza ,524,3,China,,,,
15 March 17,Avian influenza ,989,59,China,,,,
27 February 17,Avian influenza ,62,50,China,,,,
22 February 17,Avian influenza ,786,77,China,,,,
20 February 17,Avian influenza ,109,77,China,,,,
18 January 17,Avian influenza ,310,58,China,,,,
17 January 17,Avian influenza ,167,76,China,,,,
3 January 17,Avian influenza ,696,11,China,,,,
23 December 16,Avian influenza ,740,33,China,,,,
19 December 16,Avian influenza ,56,50,China,,,,
19 December 16,Avian influenza ,459,83,China,,,,
7 December 16,Avian influenza ,526,82,China,,,,
17 November 16,Avian influenza ,544,8,China,,,,
17 August 16,Avian influenza ,779,57,China,,,,
22 July 16,Avian influenza ,148,63,China,,,,
1 July 16,Avian influenza ,94,18,China,,,,
8 June 16,Avian influenza ,124,0,China,,,,
17 May 16,Avian influenza ,775,52,China,,,,
10 May 16,Avian influenza ,480,87,China,,,,
6 May 16,Avian influenza ,792,65,China,,,,
3 May 16,Avian influenza ,192,51,China,,,,
26 April 16,Avian influenza ,993,83,China,,,,
29 March 16,Avian influenza ,827,26,China,,,,
23 March 16,Avian influenza ,630,83,China,,,,
23 March 16,Avian influenza ,455,91,China,,,,
25 February 16,Avian influenza ,269,64,China,,,,
10 February 16,Avian influenza ,368,71,China,,,,
26 January 16,Avian influenza ,118,67,China,,,,
19 January 16,Avian influenza ,391,92,China,,,,
11 January 16,Avian influenza ,436,18,China,,,,
4 January 16,Avian influenza ,30,91,China,,,,
17 December 15,Avian influenza ,333,44,China,,,,
13 November 15,Avian influenza ,831,0,China,,,,
19 October 15,Avian influenza ,688,26,China,,,,
18 July 15,Avian influenza ,275,25,China,,,,
14 July 15,Avian influenza ,60,0,China,,,,
15 June 15,Avian influenza ,723,6,China,,,,
14 May 15,Avian influenza ,545,51,China,,,,
15 April 15,Avian influenza ,16,40,China,,,,
11 March 15,Avian influenza ,651,84,China,,,,
26 February 15,Avian influenza ,126,56,China,,,,
12 February 15,Avian influenza ,420,39,China,,,,
8 February 15,Avian influenza ,836,86,China,,,,
1 February 15,Avian influenza ,497,23,China,,,,
27 January 15,Avian influenza ,255,59,China,,,,
19 January 15,Avian influenza ,851,79,China,,,,
30 December 14,Avian influenza ,452,40,China,,,,
28 December 14,Avian influenza ,320,33,China,,,,
24 December 14,Avian influenza ,514,19,China,,,,
18 November 14,Avian influenza ,438,39,China,,,,
29 October 14,Avian influenza ,718,58,A(H5N1,,,,
4 September 14,Avian influenza ,496,14,China,,,,
27 June 14,Avian influenza ,48,17,China,,,,
24 June 14,Avian influenza ,305,61,China,,,,
18 June 14,Avian influenza ,58,19,China,,,,
10 June 14,Avian influenza ,579,77,China,,,,
28 May 14,Avian influenza ,613,55,China,,,,
22 May 14,Avian influenza ,636,69,China,,,,
15 May 14,Avian influenza ,320,14,China,,,,
1 May 14,Avian influenza ,612,46,China,,,,
24 April 14,Avian influenza ,955,47,China,,,,
16 April 14,Avian influenza ,529,12,China,,,,
15 April 14,Avian influenza ,439,7,China,,,,
14 April 14,Avian influenza ,57,6,China,,,,
11 April 14,Avian influenza ,219,64,China,,,,
10 April 14,Avian influenza ,708,59,China,,,,
8 April 14,Avian influenza ,831,66,China,,,,
8 April 14,Avian influenza ,543,58,China,,,,
4 April 14,Avian influenza ,908,42,China,,,,
3 April 14,Avian influenza ,417,53,China,,,,
28 March 14,Avian influenza ,282,95,China,,,,
27 March 14,Avian influenza ,939,40,China,,,,
20 March 14,Avian influenza ,653,34,Cambodia,,,,
20 March 14,Avian influenza ,285,96,Indonesia,,,,
17 March 14,Avian influenza ,420,15,Indonesia,,,,
11 March 14,Avian influenza ,556,15,Egypt,,,,
11 March 14,Avian influenza ,74,52,China,,,,
10 March 14,Avian influenza ,270,0,Hong Kong Special Administrative Region,,,,
7 March 14,Avian influenza ,463,64,Hong Kong,,,,
5 March 14,Avian influenza ,482,43,Cambodia,,,,
3 March 14,Avian influenza ,77,33,Indonesia,,,,
27 February 14,Avian influenza ,399,5,Egypt,,,,
27 February 14,Avian influenza ,158,97,Cambodia,,,,
24 February 14,Avian influenza ,305,70,Egypt,,,,
18 February 14,Avian influenza ,921,82,Indonesia,,,,
17 February 14,Avian influenza ,285,79,Egypt,,,,
17 February 14,Avian influenza ,740,35,Indonesia,,,,
14 February 14,Avian influenza ,642,99,Viet Nam,,,,
11 February 14,Avian influenza ,679,92,Bangladesh,,,,
10 February 14,Avian influenza ,418,52,Viet Nam,,,,
7 February 14,Avian influenza ,121,97,Bangladesh,,,,
5 February 14,Avian influenza ,637,57,Indonesia,,,,
5 February 14,Avian influenza ,276,71,Egypt,,,,
4 February 14,Avian influenza ,935,93,Egypt,,,,
3 February 14,Avian influenza ,709,58,Egypt,,,,
1 February 14,Avian influenza ,75,99,Indonesia,,,,
31 January 14,Avian influenza ,650,87,Viet Nam,,,,
30 January 14,Avian influenza ,394,43,China,,,,
29 January 14,Avian influenza ,634,65,Viet Nam,,,,
27 January 14,Avian influenza ,143,78,Indonesia,,,,
25 January 14,Avian influenza ,33,76,Egypt,,,,
23 January 14,Avian influenza ,227,88,Cambodia,,,,
22 January 14,Avian influenza ,2,61,Indonesia,,,,
20 January 14,Avian influenza ,291,70,Egypt,,,,
20 January 14,Avian influenza ,549,61,China,,,,
17 January 14,Avian influenza ,111,13,Egypt,,,,
16 January 14,Avian influenza ,701,0,Egypt,,,,
15 January 14,Avian influenza ,908,86,Egypt,,,,
14 January 14,Avian influenza ,625,96,the United States of America,,,,
13 January 14,Avian influenza ,619,78,Indonesia,,,,
10 January 14,Avian influenza ,396,48,Egypt,,,,
9 January 14,Avian influenza ,650,46,Indonesia,,,,
9 January 14,Avian influenza ,836,46,Indonesia,,,,
7 January 14,Avian influenza ,748,60,Cambodia,,,,
6 January 14,Avian influenza ,799,39,Egypt,,,,
17 December 13,Avian influenza ,893,25,Cambodia,,,,
10 December 13,Avian influenza ,711,29,Egypt,,,,
6 November 13,Avian influenza ,523,14,Egypt,,,,
24 October 13,Avian influenza ,532,92,Cambodia,,,,
16 October 13,Avian influenza ,726,63,Indonesia,,,,
11 August 13,Avian influenza ,355,81,Egypt,,,,
20 July 13,Avian influenza ,261,24,Indonesia,,,,
4 July 13,Avian influenza ,101,25,Egypt,,,,
29 May 13,Avian influenza ,631,63,Cambodia,,,,
17 May 13,Avian influenza ,402,24,Bangladesh,,,,
8 May 13,Avian influenza ,535,69,Egypt,,,,
7 May 13,Avian influenza ,555,99,Cambodia,,,,
2 May 13,Avian influenza ,582,36,Egypt,,,,
29 April 13,Avian influenza ,857,15,Indonesia,,,,
25 April 13,Avian influenza ,124,4,Egypt,,,,
23 April 13,Avian influenza ,246,47,Indonesia,,,,
22 April 13,Avian influenza ,786,10,Bangladesh,,,,
21 April 13,Avian influenza ,335,75,Egypt,,,,
20 April 13,Avian influenza ,956,39,Indonesia,,,,
19 April 13,Avian influenza ,806,15,Egypt,,,,
18 April 13,Avian influenza ,795,9,Egypt,,,,
17 April 13,Avian influenza ,853,2,Indonesia,,,,
16 April 13,Avian influenza ,397,80,Egypt,,,,
15 April 13,Avian influenza ,656,13,Cambodia,,,,
14 April 13,Avian influenza ,858,74,Cambodia,,,,
13 April 13,Avian influenza ,904,70,Egypt,,,,
12 April 13,Avian influenza ,59,44,Egypt,,,,
11 April 13,Avian influenza ,912,45,Egypt,,,,
10 April 13,Avian influenza ,845,69,Egypt,,,,
9 April 13,Avian influenza ,18,47,Egypt,,,,
7 April 13,Avian influenza ,159,78,Indonesia,,,,
6 April 13,Avian influenza ,426,18,Egypt,,,,
5 April 13,Avian influenza ,550,50,China,,,,
4 April 13,Avian influenza ,587,89,Hong Kong Special Administrative Region,,,,
3 April 13,Avian influenza ,702,47,Hong Kong,,,,
1 April 13,Avian influenza ,27,16,Indonesia,,,,
1 February 13,Avian influenza ,214,1,Egypt,,,,
10 August 12,Avian influenza ,764,70,Egypt,,,,
6 July 12,Avian influenza ,904,57,Indonesia,,,,
7 June 12,Avian influenza ,533,61,Egypt,,,,
5 June 12,Avian influenza ,679,62,Indonesia,,,,
29 May 12,Avian influenza ,765,80,Indonesia,,,,
2 May 12,Avian influenza ,600,20,China,,,,
12 April 12,Avian influenza ,350,29,Indonesia,,,,
5 April 12,Avian influenza ,767,35,Cambodia,,,,
2 April 12,Avian influenza ,400,55,Viet Nam,,,,
26 March 12,Avian influenza ,513,33,Egypt,,,,
19 March 12,Avian influenza ,521,51,Egypt,,,,
12 March 12,Avian influenza ,745,94,Viet Nam,,,,
12 March 12,Avian influenza ,506,15,Viet Nam,,,,
7 March 12,Avian influenza ,24,79,Egypt,,,,
5 March 12,Avian influenza ,792,1,Viet Nam,,,,
2 March 12,Avian influenza ,206,71,Egypt,,,,
1 March 12,Avian influenza ,532,43,Egypt,,,,
28 February 12,Avian influenza ,698,36,Indonesia,,,,
24 February 12,Avian influenza ,99,0,Egypt,,,,
22 February 12,Avian influenza ,92,36,Egypt,,,,
21 February 12,Avian influenza ,239,67,Egypt,,,,
8 February 12,Avian influenza ,640,79,Egypt,,,,
24 January 12,Avian influenza ,436,30,Cambodia,,,,
20 January 12,Avian influenza ,119,2,Viet Nam,,,,
19 January 12,Avian influenza ,745,69,Egypt,,,,
19 January 12,Avian influenza ,767,95,Egypt,,,,
16 January 12,Avian influenza ,137,66,Egypt,,,,
11 January 12,Avian influenza ,229,2,Egypt,,,,
5 January 12,Avian influenza ,591,67,Egypt,,,,
5 January 12,Avian influenza ,4,95,Egypt,,,,
21 December 11,Avian influenza ,265,44,Egypt,,,,
15 December 11,Avian influenza ,294,8,Egypt,,,,
29 November 11,Avian influenza ,157,81,Egypt,,,,
24 November 11,Avian influenza ,525,83,Egypt,,,,
15 November 11,Avian influenza ,128,91,Egypt,,,,
2 November 11,Avian influenza ,75,27,Viet Nam,,,,
26 October 11,Avian influenza ,7,14,Egypt,,,,
10 October 11,Avian influenza ,632,99,Egypt,,,,
19 August 11,Avian influenza ,410,72,Egypt,,,,
9 August 11,Avian influenza ,902,22,Egypt,,,,
2 August 11,Avian influenza ,705,55,Egypt,,,,
22 June 11,Avian influenza ,816,80,Viet Nam,,,,
16 June 11,Avian influenza ,741,32,Egypt,,,,
10 June 11,Avian influenza ,111,85,Egypt,,,,
3 June 11,Avian influenza ,924,15,Egypt,,,,
1 June 11,Avian influenza ,91,89,Egypt,,,,
13 May 11,Avian influenza ,252,65,Egypt,,,,
21 April 11,Avian influenza ,656,27,Viet Nam,,,,
21 April 11,Avian influenza ,65,44,Viet Nam,,,,
11 April 11,Avian influenza ,873,71,Viet Nam,,,,
11 April 11,Avian influenza ,322,11,Viet Nam,,,,
11 April 11,Avian influenza ,747,51,Egypt,,,,
6 April 11,Avian influenza ,848,85,Egypt,,,,
1 April 11,Avian influenza ,671,54,China,,,,
29 March 11,Avian influenza ,399,97,China,,,,
25 March 11,Avian influenza ,603,9,Egypt,,,,
16 March 11,Avian influenza ,688,68,China,,,,
15 March 11,Avian influenza ,400,88,Indonesia,,,,
14 March 11,Avian influenza ,835,29,China,,,,
10 March 11,Avian influenza ,997,3,Egypt,,,,
7 March 11,Avian influenza ,508,27,Viet Nam,,,,
2 March 11,Avian influenza ,526,17,China,,,,
28 February 11,Avian influenza ,14,70,Viet Nam,,,,
25 February 11,Avian influenza ,260,83,Egypt,,,,
9 February 11,Avian influenza ,734,1,Cambodia,,,,
2 February 11,Avian influenza ,368,43,Indonesia,,,,
20 January 11,Avian influenza ,878,79,Indonesia,,,,
13 January 11,Avian influenza ,89,13,Indonesia,,,,
5 January 11,Avian influenza ,721,46,Bangladesh,,,,
29 December 10,Avian influenza ,601,67,Indonesia,,,,
9 December 10,Avian influenza ,327,69,Egypt,,,,
8 December 10,Avian influenza ,723,16,Egypt,,,,
19 November 10,Avian influenza ,469,28,Egypt,,,,
18 October 10,Avian influenza ,332,89,Pakistan,,,,
31 August 10,Avian influenza ,448,94,Indonesia,,,,
12 August 10,Avian influenza ,503,68,Viet Nam,,,,
3 August 10,Avian influenza ,72,71,Egypt,,,,
29 July 10,Avian influenza ,918,69,Egypt,,,,
22 July 10,Avian influenza ,188,84,Egypt,,,,
5 July 10,Avian influenza ,649,70,Egypt,,,,
8 June 10,Avian influenza ,246,87,Viet Nam,,,,
6 May 10,Avian influenza ,500,99,China,,,,
4 May 10,Avian influenza ,265,37,China,,,,
21 April 10,Avian influenza ,581,28,Indonesia,,,,
9 April 10,Avian influenza ,573,43,Viet Nam,,,,
30 March 10,Avian influenza ,282,7,China,,,,
29 March 10,Avian influenza ,774,74,Viet Nam,,,,
16 March 10,Avian influenza ,956,5,Indonesia,,,,
12 March 10,Avian influenza ,342,61,Indonesia,,,,
4 March 10,Avian influenza ,219,21,Indonesia,,,,
4 March 10,Avian influenza ,232,43,Indonesia,,,,
17 February 10,Avian influenza ,241,46,Indonesia,,,,
12 February 10,Avian influenza ,564,25,Indonesia,,,,
10 February 10,Avian influenza ,486,18,Viet Nam,,,,
8 February 10,Avian influenza ,207,25,Indonesia,,,,
28 January 10,Avian influenza ,336,4,Indonesia,,,,
21 December 09,Avian influenza ,485,69,Indonesia,,,,
18 December 09,Avian influenza ,857,20,Indonesia,,,,
11 December 09,Avian influenza ,951,62,Indonesia,,,,
27 November 09,Avian influenza ,330,51,Egypt,,,,
20 November 09,Avian influenza ,919,3,Egypt,,,,
24 September 09,Avian influenza ,57,42,Egypt,,,,
31 August 09,Avian influenza ,320,27,Viet Nam,,,,
11 August 09,Avian influenza ,584,1,Pakistan,,,,
1 July 09,Avian influenza ,919,73,Indonesia,,,,
2 June 09,Avian influenza ,485,7,Egypt,,,,
1 June 09,Avian influenza ,460,7,Indonesia,,,,
28 May 09,Avian influenza ,735,42,Pakistan,,,,
22 May 09,Avian influenza ,975,34,MyanMarch,,,,
15 May 09,Avian influenza ,403,29,Indonesia,,,,
6 May 09,Avian influenza ,496,3,Indonesia,,,,
6 May 09,Avian influenza ,59,77,China,,,,
23 April 09,Avian influenza ,976,26,China,,,,
21 April 09,Avian influenza ,332,22,Indonesia,,,,
17 April 09,Avian influenza ,618,95,Indonesia,,,,
8 April 09,Avian influenza ,316,42,Indonesia,,,,
8 April 09,Avian influenza ,376,22,Indonesia,,,,
30 March 09,Avian influenza ,567,69,Indonesia,,,,
23 March 09,Avian influenza ,898,38,Indonesia,,,,
11 March 09,Avian influenza ,939,84,Indonesia,,,,
10 March 09,Avian influenza ,912,88,Indonesia,,,,
2 March 09,Avian influenza ,665,45,Indonesia,,,,
27 February 09,Avian influenza ,93,53,Viet Nam,,,,
24 February 09,Avian influenza ,361,72,Indonesia,,,,
18 February 09,Avian influenza ,270,15,Indonesia,,,,
11 February 09,Avian influenza ,409,0,Indonesia,,,,
9 February 09,Avian influenza ,245,32,Egypt,,,,
5 February 09,Avian influenza ,224,58,Indonesia,,,,
2 February 09,Avian influenza ,551,79,Viet Nam  ,,,,
27 January 09,Avian influenza ,609,71,Indonesia,,,,
26 January 09,Avian influenza ,978,56,Egypt,,,,
24 January 09,Avian influenza ,320,30,Indonesia,,,,
22 January 09,Avian influenza ,478,88,Egypt,,,,
19 January 09,Avian influenza ,158,58,Egypt,,,,
14 January 09,Avian influenza ,311,5,Indonesia,,,,
11 January 09,Avian influenza ,862,4,China,,,,
7 January 09,Avian influenza ,691,52,the United Kingdom,,,,
7 January 09,Avian influenza ,820,78,Indonesia,,,,
16 December 08,Avian influenza ,510,65,China,,,,
12 December 08,Avian influenza ,810,59,the United Kingdom,,,,
9 December 08,Avian influenza ,41,33,Indonesia,,,,
10 September 08,Avian influenza ,918,35,Indonesia,,,,
19 June 08,Avian influenza ,700,92,Egypt,,,,
28 May 08,Avian influenza ,352,13,Cambodia,,,,
30 April 08,Avian influenza ,880,97,Egypt,,,,
17 April 08,Avian influenza ,294,77,Egypt,,,,
15 April 08,Avian influenza ,780,38,China,,,,
8 April 08,Avian influenza ,362,63,Egypt,,,,
3 April 08,Avian influenza ,110,36,Egypt,,,,
2 April 08,Avian influenza ,218,30,Egypt,,,,
18 March 08,Avian influenza ,191,42,Egypt,,,,
11 March 08,Avian influenza ,348,53,Lao People's Democratic Republic,,,,
5 March 08,Avian influenza ,397,33,Egypt,,,,
4 March 08,Avian influenza ,251,48,Egypt,,,,
28 February 08,Avian influenza ,166,55,Lao People's Democratic Republic,,,,
26 February 08,Avian influenza ,713,95,China,,,,
26 February 08,Avian influenza ,743,0,Egypt,,,,
22 February 08,Avian influenza ,913,30,Lao People's Democratic Republic,,,,
21 February 08,Avian influenza ,679,67,Egypt,,,,
21 February 08,Avian influenza ,658,2,Egypt,,,,
20 February 08,Avian influenza ,635,7,Egypt,,,,
15 February 08,Avian influenza ,154,41,Egypt,,,,
12 February 08,Avian influenza ,161,1,Nigeria,,,,
5 February 08,Avian influenza ,169,29,Nigeria,,,,
1 February 08,Avian influenza ,815,82,Indonesia,,,,
30 January 08,Avian influenza ,180,89,Indonesia,,,,
29 January 08,Avian influenza ,64,28,Egypt,,,,
24 January 08,Avian influenza ,177,85,Egypt,,,,
24 January 08,Avian influenza ,548,6,Indonesia,,,,
23 January 08,Avian influenza ,954,38,Indonesia,,,,
21 January 08,Avian influenza ,797,34,Indonesia,,,,
18 January 08,Avian influenza ,595,57,China,,,,
15 January 08,Avian influenza ,947,6,Indonesia,,,,
11 January 08,Avian influenza ,339,8,Egypt,,,,
3 January 08,Avian influenza ,96,96,Indonesia,,,,
2 January 08,Avian influenza ,386,27,Indonesia,,,,
28 December 07,Avian influenza ,243,8,Egypt,,,,
28 December 07,Avian influenza ,456,44,Indonesia,,,,
27 December 07,Avian influenza ,713,26,Egypt,,,,
26 December 07,Avian influenza ,493,78,Indonesia,,,,
26 December 07,Avian influenza ,634,79,Indonesia,,,,
18 December 07,Avian influenza ,734,71,Indonesia,,,,
15 December 07,Avian influenza ,134,96,Thailand,,,,
14 December 07,Avian influenza ,24,28,Indonesia,,,,
13 December 07,Avian influenza ,443,10,Iraq,,,,
12 December 07,Avian influenza ,463,25,Indonesia,,,,
9 December 07,Avian influenza ,322,14,Indonesia,,,,
4 December 07,Avian influenza ,686,33,Indonesia,,,,
12 November 07,Avian influenza ,274,96,Indonesia,,,,
5 November 07,Avian influenza ,665,3,Indonesia,,,,
31 October 07,Avian influenza ,691,59,China,,,,
25 October 07,Avian influenza ,515,79,Indonesia,,,,
17 October 07,Avian influenza ,513,99,Indonesia,,,,
12 October 07,Avian influenza ,479,54,China,,,,
8 October 07,Avian influenza ,948,46,Indonesia,,,,
2 October 07,Avian influenza ,579,15,Thailand,,,,
10 September 07,Avian influenza ,266,46,Thailand,,,,
31 August 07,Avian influenza ,320,62,Indonesia,,,,
23 August 07,Avian influenza ,534,92,Indonesia,,,,
16 August 07,Avian influenza ,306,13,Indonesia,,,,
14 August 07,Avian influenza ,704,75,H5N1,,,,
25 July 07,Avian influenza ,331,98,Indonesia,,,,
11 July 07,Avian influenza ,772,96,China,,,,
29 June 07,Avian influenza ,360,15,Indonesia,,,,
25 June 07,Avian influenza ,220,29,Indonesia,,,,
25 June 07,Avian influenza ,245,86,Indonesia,,,,
15 June 07,Avian influenza ,906,6,Indonesia,,,,
12 June 07,Avian influenza ,705,62,Indonesia,,,,
11 June 07,Avian influenza ,411,29,Indonesia,,,,
6 June 07,Avian influenza ,924,88,Indonesia,,,,
4 June 07,Avian influenza ,499,73,Indonesia,,,,
4 June 07,Avian influenza ,302,12,Egypt,,,,
31 May 07,Avian influenza ,137,41,Indonesia,,,,
30 May 07,Avian influenza ,215,80,Djibouti,,,,
29 May 07,Avian influenza ,480,44,Indonesia,,,,
24 May 07,Avian influenza ,241,74,Egypt,,,,
16 May 07,Avian influenza ,807,21,Egypt,,,,
11 April 07,Avian influenza ,183,36,China,,,,
10 April 07,Avian influenza ,401,71,Egypt,,,,
10 April 07,Avian influenza ,929,43,China,,,,
2 April 07,Avian influenza ,126,99,China,,,,
29 March 07,Avian influenza ,100,78,Indonesia,,,,
28 March 07,Avian influenza ,699,45,Egypt,,,,
27 March 07,Avian influenza ,162,27,Indonesia,,,,
20 March 07,Avian influenza ,876,53,AzerbaiJanuary,,,,
19 March 07,Avian influenza ,78,56,Egypt,,,,
16 March 07,Avian influenza ,399,72,Egypt,,,,
15 March 07,Avian influenza ,174,0,Egypt,,,,
12 March 07,Avian influenza ,145,63,AzerbaiJanuary,,,,
8 March 07,Avian influenza ,255,39,Egypt,,,,
1 March 07,Avian influenza ,187,11,AzerbaiJanuary,,,,
1 March 07,Avian influenza ,553,74,AzerbaiJanuary,,,,
27 February 07,Avian influenza ,830,20,Germany,,,,
19 February 07,Avian influenza ,104,9,Nigeria,,,,
16 February 07,Avian influenza ,2,96,H5N1,,,,
15 February 07,Avian influenza ,462,50,Niger,,,,
6 February 07,Avian influenza ,502,9,Nigeria,,,,
15 October 18,Chikungunya,807,40,Sudan,,,,
27 February 18,Chikungunya,912,81,Mombasa,,,,
29 September 17,Chikungunya,360,79,Italy,,,,
15 September 17,Chikungunya,732,94,Italy,,,,
25 August 17,Chikungunya,204,44,France,,,,
9 August 16,Chikungunya,151,48,Kenya,,,,
14 June 16,Chikungunya,576,33,United States of America,,,,
14 March 16,Chikungunya,661,73,Argentina,,,,
17 September 15,Chikungunya,750,30,Spain,,,,
14 September 15,Chikungunya,380,86,Senegal,,,,
10 August 15,Chikungunya,287,36,Spain,,,,
23 October 14,Chikungunya,432,39,France,,,,
10 December 13,Chikungunya,352,32,Saint Marchtin,,,,
17 October 06,Chikungunya,260,7,India,,,,
17 March 06,Chikungunya,392,3,India,,,,
17 February 06,Chikungunya,577,94,La Réunion,,,,
23 November 01,Anthrax,152,17,the United States,,,,
5 November 01,Anthrax,548,35,the United States,,,,
2 November 01,Anthrax,666,39,the United States,,,,
31 October 01,Anthrax,477,8,the United States,,,,
30 October 01,Anthrax,16,17,the United States,,,,
29 October 01,Anthrax,154,77,the United States,,,,
26 October 01,Anthrax,102,33,the United States,,,,
24 October 01,Anthrax,373,77,the United States,,,,
23 October 01,Anthrax,433,35,the United States,,,,
22 October 01,Anthrax,821,79,the United States,,,,
19 October 01,Anthrax,357,99,the United States,,,,
18 October 01,Anthrax,30,81,the United States,,,,
17 October 01,Anthrax,841,44,the United States,,,,
15 October 01,Anthrax,676,55,the United States,,,,
11 October 01,Anthrax,26,49,Florida,,,,
10 October 01,Anthrax,13,36,Florida,,,,
20 June 00,Anthrax,942,8,Ethiopia,,,,
11 April 19,Ebola virus disease,648,89,west africa,,,,
4 April 19,Ebola virus disease,207,37,Gabon,,,,
28 March 19,Ebola virus disease,560,84,Gabon,,,,
21 March 19,Ebola virus disease,131,10,Uganda,,,,
14 March 19,Ebola virus disease,892,37,west africa,,,,
7 March 19,Ebola virus disease,310,59,Uganda,,,,
28 February 19,Ebola virus disease,483,59,Democratic Republic of the Congo ,,,,
21 February 19,Ebola virus disease,468,28,Gabon,,,,
14 February 19,Ebola virus disease,819,15,Uganda,,,,
7 February 19,Ebola virus disease,630,18,Uganda,,,,
31 January 19,Ebola virus disease,996,43,west africa,,,,
24 January 19,Ebola virus disease,194,81,Gabon,,,,
17 January 19,Ebola virus disease,39,8,west africa,,,,
10 January 19,Ebola virus disease,613,11,Democratic Republic of the Congo ,,,,
4 January 19,Ebola virus disease,26,97,Democratic Republic of the Congo ,,,,
28 December 18,Ebola virus disease,579,46,west africa,,,,
20 December 18,Ebola virus disease,279,10,Democratic Republic of the Congo ,,,,
13 December 18,Ebola virus disease,153,58,west africa,,,,
6 December 18,Ebola virus disease,607,54,west africa,,,,
29 November 18,Ebola virus disease,247,94,west africa,,,,
22 November 18,Ebola virus disease,362,52,west africa,,,,
15 November 18,Ebola virus disease,161,71,Uganda,,,,
8 November 18,Ebola virus disease,580,4,Guniea,,,,
1 November 18,Ebola virus disease,454,7,Spain,,,,
25 October 18,Ebola virus disease,506,17,west africa,,,,
18 October 18,Ebola virus disease,608,17,Democratic Republic of the Congo ,,,,
11 October 18,Ebola virus disease,37,64,west africa,,,,
4 October 18,Ebola virus disease,868,34,Uganda,,,,
27 September 18,Ebola virus disease,839,69,UK,,,,
20 September 18,Ebola virus disease,1,65,Democratic Republic of the Congo ,,,,
14 September 18,Ebola virus disease,302,63,Democratic Republic of the Congo ,,,,
7 September 18,Ebola virus disease,491,93,Democratic Republic of the Congo ,,,,
31 August 18,Ebola virus disease,878,7,west africa,,,,
24 August 18,Ebola virus disease,463,66,Democratic Republic of the Congo ,,,,
17 August 18,Ebola virus disease,233,8,Democratic Republic of the Congo ,,,,
14 August 18,Ebola virus disease,957,1,italy,,,,
9 August 18,Ebola virus disease,301,13,Gabon,,,,
4 August 18,Ebola virus disease,477,76,Democratic Republic of the Congo ,,,,
25 July 18,Ebola virus disease,779,71,Democratic Republic of the Congo ,,,,
6 July 18,Ebola virus disease,503,55,Democratic Republic of the Congo ,,,,
20 June 18,Ebola virus disease,915,8,Democratic Republic of the Congo ,,,,
13 June 18,Ebola virus disease,554,2,west africa,,,,
11 June 18,Ebola virus disease,113,39,Democratic Republic of the Congo ,,,,
6 June 18,Ebola virus disease,420,15,west africa,,,,
5 June 18,Ebola virus disease,176,7,west africa,,,,
30 May 18,Ebola virus disease,955,89,Gabon,,,,
